ID	Evidences length	Evidences list	Complete evidences
A5I6G5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6G7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6H4	1	PHOBIUS_TM	PHOBIUS_TM
A5I6H5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6H9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6I4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6I5	1	PHOBIUS_TM	PHOBIUS_TM
A5I6I6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6J0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6L4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6M1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6M8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6M9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6P6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6P7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6Q1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6Q3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6Q6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6Q9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6T4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6U2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6U8	1	PHOBIUS_TM	PHOBIUS_TM
A5I6V4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6V5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6V6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6W4	1	PHOBIUS_TM	PHOBIUS_TM
A5I6Y0	1	PHOBIUS_TM	PHOBIUS_TM
A5I6Y5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6Z5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I6Z6	1	PHOBIUS_TM	PHOBIUS_TM
A5I710	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I725	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I726	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I734	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I735	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I742	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I751	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I752	1	PHOBIUS_TM	PHOBIUS_TM
A5I753	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I759	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I763	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I772	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I775	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I777	1	PHOBIUS_TM	PHOBIUS_TM
A5I786	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7A6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7A9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7B0	1	PHOBIUS_TM	PHOBIUS_TM
A5I7B3	1	PHOBIUS_TM	PHOBIUS_TM
A5I7B6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7B7	1	PHOBIUS_TM	PHOBIUS_TM
A5I7C7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7C8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7D1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7D2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7E1	1	PHOBIUS_TM	PHOBIUS_TM
A5I7F5	1	PHOBIUS_TM	PHOBIUS_TM
A5I7F7	1	PHOBIUS_TM	PHOBIUS_TM
A5I7G1	1	PHOBIUS_TM	PHOBIUS_TM
A5I7G5	1	PHOBIUS_TM	PHOBIUS_TM
A5I7G9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7M5	1	PHOBIUS_TM	PHOBIUS_TM
A5I7N2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7Q3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7Q5	1	PHOBIUS_TM	PHOBIUS_TM
A5I7Q6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7R1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7R6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7S4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7T0	1	PHOBIUS_TM	PHOBIUS_TM
A5I7T1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7U6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7V9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7W3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7Y1	1	PHOBIUS_TM	PHOBIUS_TM
A5I7Z7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I7Z8	1	PHOBIUS_TM	PHOBIUS_TM
A5I804	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I807	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A5I810	1	PHOBIUS_TM	PHOBIUS_TM
A5I833	1	PHOBIUS_TM	PHOBIUS_TM
A5I839	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
