# SignalP-5.0	Organism: euk	Timestamp: 20260406234044
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
A5HYJ2	OTHER	0.471903	0.528097	
A5HYJ3	OTHER	0.001614	0.998386	
A5HYJ4	SP(Sec/SPI)	0.990378	0.009622	CS pos: 27-28. TQG-QN. Pr: 0.3344
A5HYJ5	OTHER	0.000940	0.999060	
A5HYJ6	OTHER	0.001268	0.998732	
A5HYJ8	OTHER	0.001241	0.998759	
A5HYJ9	SP(Sec/SPI)	0.884856	0.115144	CS pos: 26-27. GCS-KS. Pr: 0.2107
A5HYK0	OTHER	0.009461	0.990539	
A5HYK1	OTHER	0.004484	0.995516	
A5HYK2	OTHER	0.007865	0.992135	
A5HYK3	SP(Sec/SPI)	0.970487	0.029513	CS pos: 19-20. IFA-GC. Pr: 0.3474
A5HYK4	OTHER	0.064700	0.935300	
A5HYK5	OTHER	0.291341	0.708659	
A5HYK6	OTHER	0.000547	0.999453	
A5HYK7	OTHER	0.011489	0.988511	
A5HYK9	OTHER	0.003519	0.996481	
A5HYL4	OTHER	0.000584	0.999416	
A5HYL5	OTHER	0.003201	0.996799	
A5HYL6	OTHER	0.000667	0.999333	
A5HYL7	OTHER	0.259846	0.740154	
A5HYL8	OTHER	0.000380	0.999620	
A5HYL9	SP(Sec/SPI)	0.985697	0.014303	CS pos: 26-27. CSS-KP. Pr: 0.3800
A5HYM0	OTHER	0.003209	0.996791	
A5HYM1	OTHER	0.002994	0.997006	
A5HYM2	OTHER	0.000570	0.999430	
A5HYM3	OTHER	0.035405	0.964595	
A5HYM4	OTHER	0.002037	0.997963	
A5HYM5	OTHER	0.000276	0.999724	
A5HYM6	SP(Sec/SPI)	0.881207	0.118793	CS pos: 26-27. ASS-AC. Pr: 0.2523
A5HYM7	OTHER	0.001967	0.998033	
A5HYM8	OTHER	0.000311	0.999689	
A5HYM9	OTHER	0.005401	0.994599	
A5HYN1	OTHER	0.008183	0.991817	
A5HYN2	OTHER	0.000263	0.999737	
A5HYN3	OTHER	0.002680	0.997320	
A5HYN5	OTHER	0.000640	0.999360	
A5HYN6	OTHER	0.000872	0.999128	
A5HYN7	OTHER	0.027737	0.972263	
A5HYN8	OTHER	0.000408	0.999592	
A5HYP0	OTHER	0.000827	0.999173	
A5HYP1	OTHER	0.051344	0.948656	
A5HYP2	OTHER	0.004152	0.995848	
A5HYP3	OTHER	0.002079	0.997921	
A5HYP4	OTHER	0.000949	0.999051	
A5HYP5	OTHER	0.141340	0.858660	
A5HYP8	SP(Sec/SPI)	0.983533	0.016467	CS pos: 22-23. TAC-VN. Pr: 0.3954
A5HYP9	OTHER	0.000333	0.999667	
A5HYQ0	OTHER	0.031738	0.968262	
A5HYQ1	OTHER	0.062667	0.937333	
A5HYQ2	OTHER	0.075715	0.924285	
A5HYQ4	OTHER	0.000574	0.999426	
A5HYQ5	OTHER	0.014364	0.985636	
A5HYQ6	OTHER	0.002791	0.997209	
A5HYQ7	OTHER	0.016858	0.983142	
A5HYQ8	OTHER	0.010247	0.989753	
A5HYR1	OTHER	0.116843	0.883157	
A5HYR8	SP(Sec/SPI)	0.766913	0.233087	CS pos: 29-30. VQA-AS. Pr: 0.7004
A5HYR9	OTHER	0.015114	0.984886	
A5HYS0	OTHER	0.005900	0.994100	
A5HYS2	SP(Sec/SPI)	0.978607	0.021393	CS pos: 29-30. VKA-AP. Pr: 0.6621
A5HYS3	SP(Sec/SPI)	0.912784	0.087216	CS pos: 30-31. VKA-ND. Pr: 0.6652
A5HYS4	SP(Sec/SPI)	0.970166	0.029834	CS pos: 29-30. VKA-AP. Pr: 0.9093
A5HYS5	OTHER	0.442713	0.557287	
A5HYS6	OTHER	0.005210	0.994790	
A5HYS7	SP(Sec/SPI)	0.997663	0.002337	CS pos: 24-25. VLA-AD. Pr: 0.9254
A5HYT0	OTHER	0.000914	0.999086	
A5HYT1	OTHER	0.000410	0.999590	
A5HYT2	OTHER	0.001941	0.998059	
A5HYT3	OTHER	0.000253	0.999747	
A5HYT4	SP(Sec/SPI)	0.875424	0.124576	CS pos: 25-26. TGC-TN. Pr: 0.3104
A5HYT5	OTHER	0.000424	0.999576	
A5HYT6	OTHER	0.000244	0.999756	
A5HYU0	SP(Sec/SPI)	0.639925	0.360075	CS pos: 22-23. SYK-YK. Pr: 0.4337
A5HYU1	OTHER	0.000583	0.999417	
A5HYU2	OTHER	0.000493	0.999507	
A5HYU3	OTHER	0.065638	0.934362	
A5HYU5	OTHER	0.000853	0.999147	
A5HYU7	OTHER	0.113874	0.886126	
A5HYU8	OTHER	0.000721	0.999279	
A5HYU9	OTHER	0.000292	0.999708	
A5HYV0	SP(Sec/SPI)	0.661426	0.338574	CS pos: 17-18. IQG-LK. Pr: 0.6425
A5HYV1	OTHER	0.001026	0.998974	
A5HYV2	OTHER	0.001880	0.998120	
A5HYV7	SP(Sec/SPI)	0.727790	0.272210	CS pos: 29-30. CKG-GS. Pr: 0.4082
A5HYV9	SP(Sec/SPI)	0.952976	0.047024	CS pos: 25-26. ACS-QQ. Pr: 0.3276
A5HYW1	OTHER	0.000791	0.999209	
A5HYW2	OTHER	0.000766	0.999234	
A5HYW3	OTHER	0.002007	0.997993	
A5HYW4	OTHER	0.000301	0.999699	
A5HYW5	SP(Sec/SPI)	0.883617	0.116383	CS pos: 27-28. VLA-AD. Pr: 0.8490
A5HYW6	OTHER	0.008112	0.991888	
A5HYX1	OTHER	0.036617	0.963383	
A5HYX2	OTHER	0.001251	0.998749	
A5HYX3	OTHER	0.000459	0.999541	
A5HYX4	OTHER	0.000474	0.999526	
A5HYX5	OTHER	0.000276	0.999724	
A5HYX6	OTHER	0.000366	0.999634	
A5HYX8	OTHER	0.000266	0.999734	
A5HYX9	OTHER	0.392996	0.607004	
A5HYY3	OTHER	0.003046	0.996954	
A5HYY4	OTHER	0.003390	0.996610	
A5HYY5	OTHER	0.001680	0.998320	
A5HYY6	OTHER	0.000934	0.999066	
A5HYY7	OTHER	0.005057	0.994943	
A5HYY8	SP(Sec/SPI)	0.960273	0.039727	CS pos: 27-28. VSA-AT. Pr: 0.8201
A5HYY9	OTHER	0.001056	0.998944	
A5HYZ0	SP(Sec/SPI)	0.971225	0.028775	CS pos: 22-23. TGC-DN. Pr: 0.7062
A5HYZ1	OTHER	0.000776	0.999224	
A5HYZ2	OTHER	0.000327	0.999673	
A5HYZ7	SP(Sec/SPI)	0.981692	0.018308	CS pos: 28-29. CQS-NP. Pr: 0.5302
A5HYZ9	OTHER	0.020197	0.979803	
A5HZ00	OTHER	0.001802	0.998198	
A5HZ01	OTHER	0.001566	0.998434	
A5HZ02	OTHER	0.000994	0.999006	
A5HZ03	OTHER	0.003850	0.996150	
A5HZ04	OTHER	0.017656	0.982344	
A5HZ05	OTHER	0.000277	0.999723	
A5HZ06	OTHER	0.251907	0.748093	
A5HZ07	OTHER	0.450480	0.549520	
A5HZ08	SP(Sec/SPI)	0.761328	0.238672	CS pos: 32-33. TKA-EK. Pr: 0.5793
A5HZ09	OTHER	0.000233	0.999767	
A5HZ10	OTHER	0.000516	0.999484	
A5HZ11	OTHER	0.014957	0.985043	
A5HZ12	OTHER	0.000305	0.999695	
A5HZ13	OTHER	0.000727	0.999273	
A5HZ14	OTHER	0.045619	0.954381	
A5HZ15	OTHER	0.007240	0.992760	
A5HZ18	OTHER	0.000579	0.999421	
A5HZ19	OTHER	0.003929	0.996071	
A5HZ20	OTHER	0.002542	0.997458	
A5HZ21	OTHER	0.000406	0.999594	
A5HZ24	OTHER	0.001378	0.998622	
A5HZ25	OTHER	0.000276	0.999724	
A5HZ26	OTHER	0.001379	0.998621	
A5HZ27	OTHER	0.001232	0.998768	
A5HZ28	OTHER	0.006046	0.993954	
A5HZ29	OTHER	0.101425	0.898575	
A5HZ30	OTHER	0.311852	0.688148	
A5HZ31	OTHER	0.003292	0.996708	
A5HZ32	OTHER	0.002253	0.997747	
A5HZ33	OTHER	0.000363	0.999637	
A5HZ34	OTHER	0.001709	0.998291	
A5HZ35	SP(Sec/SPI)	0.692816	0.307184	CS pos: 23-24. VLA-QL. Pr: 0.6693
A5HZ36	OTHER	0.008929	0.991071	
A5HZ37	OTHER	0.000343	0.999657	
A5HZ38	OTHER	0.008194	0.991806	
A5HZ39	OTHER	0.017355	0.982645	
A5HZ40	OTHER	0.175477	0.824523	
A5HZ41	OTHER	0.003409	0.996591	
A5HZ42	OTHER	0.025480	0.974520	
A5HZ43	OTHER	0.000374	0.999626	
A5HZ45	OTHER	0.001909	0.998091	
A5HZ47	OTHER	0.004659	0.995341	
A5HZ50	OTHER	0.000977	0.999023	
A5HZ51	OTHER	0.000605	0.999395	
A5HZ52	OTHER	0.000535	0.999465	
A5HZ53	OTHER	0.002448	0.997552	
A5HZ54	OTHER	0.000224	0.999776	
A5HZ57	OTHER	0.000330	0.999670	
A5HZ58	OTHER	0.000543	0.999457	
A5HZ61	OTHER	0.001857	0.998143	
A5HZ62	OTHER	0.000506	0.999494	
A5HZ63	OTHER	0.000246	0.999754	
A5HZ64	OTHER	0.010285	0.989715	
A5HZ65	OTHER	0.000956	0.999044	
A5HZ66	OTHER	0.000735	0.999265	
A5HZ67	OTHER	0.001910	0.998090	
A5HZ68	OTHER	0.001885	0.998115	
A5HZ69	SP(Sec/SPI)	0.580232	0.419768	CS pos: 25-26. LLG-HK. Pr: 0.2992
A5HZ70	OTHER	0.000144	0.999856	
A5HZ71	OTHER	0.004833	0.995167	
A5HZ72	OTHER	0.006902	0.993098	
A5HZ73	OTHER	0.002903	0.997097	
A5HZ74	OTHER	0.000712	0.999288	
A5HZ75	SP(Sec/SPI)	0.992347	0.007653	CS pos: 25-26. AFA-KD. Pr: 0.9102
A5HZ77	OTHER	0.441354	0.558646	
A5HZ78	OTHER	0.299141	0.700859	
A5HZ79	OTHER	0.000291	0.999709	
A5HZ80	OTHER	0.000281	0.999719	
A5HZ82	OTHER	0.014095	0.985905	
A5HZ83	OTHER	0.382227	0.617773	
A5HZ84	OTHER	0.000628	0.999372	
A5HZ85	OTHER	0.000627	0.999373	
A5HZ87	OTHER	0.009746	0.990254	
A5HZ88	OTHER	0.000610	0.999390	
A5HZ89	OTHER	0.000419	0.999581	
A5HZ90	OTHER	0.000292	0.999708	
A5HZ91	OTHER	0.142904	0.857096	
A5HZ92	OTHER	0.069852	0.930148	
A5HZ93	OTHER	0.102702	0.897298	
A5HZ94	OTHER	0.000171	0.999829	
A5HZ95	OTHER	0.424960	0.575040	
A5HZ96	OTHER	0.077586	0.922414	
A5HZ97	OTHER	0.106029	0.893971	
A5HZA0	OTHER	0.000220	0.999780	
A5HZA1	OTHER	0.001772	0.998228	
A5HZA2	OTHER	0.000193	0.999807	
A5HZA3	OTHER	0.000797	0.999203	
A5HZA4	OTHER	0.000434	0.999566	
A5HZA5	OTHER	0.000420	0.999580	
A5HZA7	OTHER	0.001009	0.998991	
A5HZA9	OTHER	0.000914	0.999086	
A5HZB0	OTHER	0.014664	0.985336	
A5HZB1	OTHER	0.059835	0.940165	
A5HZB2	OTHER	0.000352	0.999648	
A5HZB3	OTHER	0.004961	0.995039	
A5HZB4	OTHER	0.009083	0.990917	
A5HZB5	OTHER	0.135278	0.864722	
A5HZB6	OTHER	0.005040	0.994960	
A5HZB7	OTHER	0.000544	0.999456	
A5HZB9	OTHER	0.000544	0.999456	
A5HZC0	OTHER	0.099568	0.900432	
A5HZC1	OTHER	0.055836	0.944164	
A5HZC2	OTHER	0.006073	0.993927	
A5HZC3	OTHER	0.002525	0.997475	
A5HZC4	OTHER	0.000334	0.999666	
A5HZC5	OTHER	0.000263	0.999737	
A5HZC6	OTHER	0.000401	0.999599	
A5HZC7	OTHER	0.002159	0.997841	
A5HZC8	SP(Sec/SPI)	0.985312	0.014688	CS pos: 21-22. TSC-SK. Pr: 0.7406
A5HZC9	OTHER	0.000714	0.999286	
A5HZD0	OTHER	0.009557	0.990443	
A5HZD1	OTHER	0.000528	0.999472	
A5HZD2	OTHER	0.000787	0.999213	
A5HZD3	OTHER	0.014226	0.985774	
A5HZD4	OTHER	0.000159	0.999841	
A5HZD5	OTHER	0.030601	0.969399	
A5HZD6	OTHER	0.289766	0.710234	
A5HZD8	OTHER	0.000266	0.999734	
A5HZE0	OTHER	0.001069	0.998931	
A5HZE2	OTHER	0.000669	0.999331	
A5HZE3	OTHER	0.002493	0.997507	
A5HZE4	OTHER	0.000453	0.999547	
A5HZE5	OTHER	0.002080	0.997920	
A5HZE6	OTHER	0.000632	0.999368	
A5HZE7	OTHER	0.007278	0.992722	
A5HZE8	OTHER	0.000324	0.999676	
A5HZE9	SP(Sec/SPI)	0.978000	0.022000	CS pos: 22-23. SGC-SK. Pr: 0.3613
A5HZF0	SP(Sec/SPI)	0.983626	0.016374	CS pos: 21-22. ASG-CG. Pr: 0.3585
A5HZF3	OTHER	0.379046	0.620954	
A5HZF6	SP(Sec/SPI)	0.598713	0.401287	CS pos: 30-31. SKA-MS. Pr: 0.1641
A5HZF7	OTHER	0.000418	0.999582	
A5HZG0	OTHER	0.000318	0.999682	
A5HZG1	OTHER	0.000367	0.999633	
A5HZG2	OTHER	0.065208	0.934792	
A5HZG3	OTHER	0.000502	0.999498	
A5HZG4	OTHER	0.000296	0.999704	
A5HZG5	OTHER	0.001615	0.998385	
A5HZG6	OTHER	0.000962	0.999038	
A5HZG7	OTHER	0.000909	0.999091	
A5HZG8	OTHER	0.000583	0.999417	
A5HZG9	OTHER	0.000623	0.999377	
A5HZH0	OTHER	0.000591	0.999409	
A5HZH1	OTHER	0.000378	0.999622	
A5HZH2	OTHER	0.002778	0.997222	
A5HZH3	OTHER	0.000926	0.999074	
A5HZH4	OTHER	0.000334	0.999666	
A5HZH5	OTHER	0.000439	0.999561	
A5HZH6	OTHER	0.000826	0.999174	
A5HZH7	OTHER	0.002030	0.997970	
A5HZH8	OTHER	0.337414	0.662586	
A5HZH9	OTHER	0.026412	0.973588	
A5HZI0	OTHER	0.005787	0.994213	
A5HZI1	OTHER	0.000445	0.999555	
A5HZI2	OTHER	0.000716	0.999284	
A5HZI3	OTHER	0.001094	0.998906	
A5HZI4	OTHER	0.000743	0.999257	
A5HZI5	OTHER	0.008294	0.991706	
A5HZI7	OTHER	0.000136	0.999864	
A5HZI8	OTHER	0.000664	0.999336	
A5HZI9	OTHER	0.030290	0.969710	
A5HZJ0	OTHER	0.001633	0.998367	
A5HZJ1	OTHER	0.001188	0.998812	
A5HZJ2	OTHER	0.000214	0.999786	
A5HZJ3	OTHER	0.000182	0.999818	
A5HZJ4	OTHER	0.393177	0.606823	
A5HZJ5	OTHER	0.000379	0.999621	
A5HZJ7	OTHER	0.000469	0.999531	
A5HZJ8	OTHER	0.000571	0.999429	
A5HZJ9	OTHER	0.000849	0.999151	
A5HZK0	OTHER	0.000843	0.999157	
A5HZK1	OTHER	0.000519	0.999481	
A5HZK2	OTHER	0.000935	0.999065	
A5HZK3	OTHER	0.000149	0.999851	
A5HZK4	OTHER	0.001605	0.998395	
A5HZK6	OTHER	0.000653	0.999347	
A5HZK7	OTHER	0.000340	0.999660	
A5HZK8	SP(Sec/SPI)	0.999570	0.000430	CS pos: 29-30. VSA-RP. Pr: 0.9644
A5HZK9	OTHER	0.000334	0.999666	
A5HZL0	OTHER	0.047405	0.952595	
A5HZL1	OTHER	0.020287	0.979713	
A5HZL2	OTHER	0.000609	0.999391	
A5HZL3	SP(Sec/SPI)	0.989988	0.010012	CS pos: 20-21. AAC-GK. Pr: 0.4187
A5HZL4	OTHER	0.001340	0.998660	
A5HZL5	OTHER	0.000190	0.999810	
A5HZL6	OTHER	0.001021	0.998979	
A5HZL7	OTHER	0.000671	0.999329	
A5HZM0	OTHER	0.001601	0.998399	
A5HZM2	OTHER	0.001568	0.998432	
A5HZM3	OTHER	0.000323	0.999677	
A5HZM4	OTHER	0.000410	0.999590	
A5HZM5	OTHER	0.000420	0.999580	
A5HZM7	OTHER	0.001599	0.998401	
A5HZM8	OTHER	0.002537	0.997463	
A5HZN0	OTHER	0.008987	0.991013	
A5HZN1	OTHER	0.001689	0.998311	
A5HZN2	OTHER	0.002541	0.997459	
A5HZN4	OTHER	0.000747	0.999253	
A5HZN5	OTHER	0.044510	0.955490	
A5HZN7	OTHER	0.018620	0.981380	
A5HZN8	OTHER	0.000794	0.999206	
A5HZP5	OTHER	0.021262	0.978738	
A5HZP6	OTHER	0.000350	0.999650	
A5HZP7	OTHER	0.000859	0.999141	
A5HZP8	OTHER	0.000184	0.999816	
A5HZP9	OTHER	0.000339	0.999661	
A5HZQ0	OTHER	0.000648	0.999352	
A5HZQ1	OTHER	0.000391	0.999609	
A5HZQ2	OTHER	0.000569	0.999431	
A5HZQ3	OTHER	0.004495	0.995505	
A5HZQ6	OTHER	0.001969	0.998031	
A5HZQ7	OTHER	0.000597	0.999403	
A5HZQ8	OTHER	0.109599	0.890401	
A5HZQ9	OTHER	0.000483	0.999517	
A5HZR0	OTHER	0.002589	0.997411	
A5HZR1	OTHER	0.000577	0.999423	
A5HZR2	OTHER	0.002800	0.997200	
A5HZR3	OTHER	0.000752	0.999248	
A5HZR4	OTHER	0.001284	0.998716	
A5HZR5	OTHER	0.001374	0.998626	
A5HZR6	OTHER	0.031306	0.968694	
A5HZS0	OTHER	0.000866	0.999134	
A5HZS1	SP(Sec/SPI)	0.932638	0.067362	CS pos: 29-30. VEA-KN. Pr: 0.8512
A5HZS2	OTHER	0.000958	0.999042	
A5HZS3	OTHER	0.000479	0.999521	
A5HZS4	OTHER	0.000314	0.999686	
A5HZS5	OTHER	0.000203	0.999797	
A5HZS6	OTHER	0.000745	0.999255	
A5HZS7	OTHER	0.000522	0.999478	
A5HZS8	OTHER	0.000264	0.999736	
A5HZS9	OTHER	0.000884	0.999116	
A5HZT0	OTHER	0.000395	0.999605	
A5HZT1	OTHER	0.002850	0.997150	
A5HZT2	SP(Sec/SPI)	0.942431	0.057569	CS pos: 29-30. VYS-KT. Pr: 0.8094
A5HZT3	OTHER	0.000667	0.999333	
A5HZT4	OTHER	0.000401	0.999599	
A5HZT5	OTHER	0.003544	0.996456	
A5HZT6	OTHER	0.015997	0.984003	
A5HZT9	OTHER	0.009741	0.990259	
A5HZU0	OTHER	0.003275	0.996725	
A5HZU1	SP(Sec/SPI)	0.977264	0.022736	CS pos: 26-27. AFA-AN. Pr: 0.6309
A5HZU3	OTHER	0.010548	0.989452	
A5HZU4	OTHER	0.009064	0.990936	
A5HZU5	OTHER	0.001725	0.998275	
A5HZU6	OTHER	0.001570	0.998430	
A5HZU7	OTHER	0.018469	0.981531	
A5HZU8	OTHER	0.001593	0.998407	
A5HZV1	OTHER	0.010088	0.989912	
A5HZV2	OTHER	0.000529	0.999471	
A5HZV3	OTHER	0.001114	0.998886	
A5HZV4	OTHER	0.002130	0.997870	
A5HZV5	OTHER	0.001116	0.998884	
A5HZV6	OTHER	0.000360	0.999640	
A5HZV7	OTHER	0.000357	0.999643	
A5HZV8	OTHER	0.003761	0.996239	
A5HZV9	OTHER	0.003761	0.996239	
A5HZW0	OTHER	0.000700	0.999300	
A5HZW1	OTHER	0.000685	0.999315	
A5HZW2	OTHER	0.000578	0.999422	
A5HZW3	SP(Sec/SPI)	0.845246	0.154754	CS pos: 26-27. VSG-LN. Pr: 0.4668
A5HZW5	OTHER	0.000431	0.999569	
A5HZW6	OTHER	0.220651	0.779349	
A5HZW7	OTHER	0.001004	0.998996	
A5HZW8	OTHER	0.000229	0.999771	
A5HZX0	OTHER	0.000214	0.999786	
A5HZX1	OTHER	0.002222	0.997778	
A5HZX2	OTHER	0.001026	0.998974	
A5HZX4	OTHER	0.000332	0.999668	
A5HZX5	OTHER	0.000441	0.999559	
A5HZX6	OTHER	0.000848	0.999152	
A5HZX7	OTHER	0.009938	0.990062	
A5HZX8	OTHER	0.003592	0.996408	
A5HZY1	OTHER	0.000526	0.999474	
A5HZY2	OTHER	0.000722	0.999278	
A5HZY3	OTHER	0.010695	0.989305	
A5HZY5	OTHER	0.000464	0.999536	
A5HZY6	OTHER	0.000395	0.999605	
A5HZY7	OTHER	0.296888	0.703112	
A5HZY8	OTHER	0.000349	0.999651	
A5HZY9	OTHER	0.002230	0.997770	
A5HZZ0	OTHER	0.000379	0.999621	
A5HZZ1	OTHER	0.000164	0.999836	
A5HZZ2	OTHER	0.012157	0.987843	
A5HZZ4	OTHER	0.001032	0.998968	
A5HZZ5	OTHER	0.000798	0.999202	
A5HZZ6	OTHER	0.000762	0.999238	
A5HZZ7	OTHER	0.000410	0.999590	
A5HZZ8	OTHER	0.000754	0.999246	
A5I002	OTHER	0.000184	0.999816	
A5I003	OTHER	0.000950	0.999050	
A5I004	OTHER	0.000907	0.999093	
A5I007	OTHER	0.000698	0.999302	
A5I008	OTHER	0.000206	0.999794	
A5I009	OTHER	0.002681	0.997319	
A5I010	OTHER	0.000401	0.999599	
A5I012	OTHER	0.001578	0.998422	
A5I014	OTHER	0.002390	0.997610	
A5I015	OTHER	0.042116	0.957884	
A5I016	OTHER	0.001213	0.998787	
A5I017	OTHER	0.001491	0.998509	
A5I018	SP(Sec/SPI)	0.533196	0.466804	CS pos: 20-21. ITS-YF. Pr: 0.2438
A5I021	OTHER	0.000594	0.999406	
A5I023	OTHER	0.001138	0.998862	
A5I024	OTHER	0.000521	0.999479	
A5I025	OTHER	0.000549	0.999451	
A5I026	OTHER	0.000985	0.999015	
A5I027	OTHER	0.002369	0.997631	
A5I028	OTHER	0.001004	0.998996	
A5I029	OTHER	0.000616	0.999384	
A5I030	OTHER	0.022289	0.977711	
A5I031	SP(Sec/SPI)	0.651210	0.348790	CS pos: 29-30. MNC-DV. Pr: 0.3095
A5I032	OTHER	0.001203	0.998797	
A5I033	OTHER	0.025543	0.974457	
A5I034	OTHER	0.136411	0.863589	
A5I035	OTHER	0.001633	0.998367	
A5I036	OTHER	0.000333	0.999667	
A5I037	OTHER	0.001338	0.998662	
A5I038	OTHER	0.000985	0.999015	
A5I039	OTHER	0.001127	0.998873	
A5I040	OTHER	0.002614	0.997386	
A5I041	OTHER	0.001062	0.998938	
A5I042	OTHER	0.001031	0.998969	
A5I043	OTHER	0.000821	0.999179	
A5I044	OTHER	0.003736	0.996264	
A5I045	OTHER	0.001643	0.998357	
A5I046	OTHER	0.000232	0.999768	
A5I047	OTHER	0.000523	0.999477	
A5I048	OTHER	0.000243	0.999757	
A5I049	OTHER	0.008691	0.991309	
A5I050	OTHER	0.000297	0.999703	
A5I051	OTHER	0.000648	0.999352	
A5I052	OTHER	0.001064	0.998936	
A5I053	OTHER	0.000414	0.999586	
A5I054	OTHER	0.000495	0.999505	
A5I056	OTHER	0.022628	0.977372	
A5I057	OTHER	0.001796	0.998204	
A5I058	OTHER	0.035038	0.964962	
A5I059	OTHER	0.004521	0.995479	
A5I060	OTHER	0.000562	0.999438	
A5I061	OTHER	0.000627	0.999373	
A5I062	OTHER	0.001213	0.998787	
A5I063	OTHER	0.001538	0.998462	
A5I064	OTHER	0.002557	0.997443	
A5I065	OTHER	0.297598	0.702402	
A5I066	OTHER	0.006836	0.993164	
A5I067	OTHER	0.002033	0.997967	
A5I069	OTHER	0.000683	0.999317	
A5I070	OTHER	0.000705	0.999295	
A5I071	OTHER	0.000656	0.999344	
A5I072	OTHER	0.000598	0.999402	
A5I075	OTHER	0.000854	0.999146	
A5I077	OTHER	0.000608	0.999392	
A5I078	OTHER	0.000541	0.999459	
A5I079	OTHER	0.000653	0.999347	
A5I080	OTHER	0.001119	0.998881	
A5I081	OTHER	0.001839	0.998161	
A5I082	OTHER	0.000154	0.999846	
A5I083	OTHER	0.000344	0.999656	
A5I084	OTHER	0.002754	0.997246	
A5I085	OTHER	0.001975	0.998025	
A5I086	OTHER	0.000320	0.999680	
A5I087	OTHER	0.031993	0.968007	
A5I088	OTHER	0.002911	0.997089	
A5I090	OTHER	0.001358	0.998642	
A5I091	OTHER	0.002985	0.997015	
A5I092	OTHER	0.000238	0.999762	
A5I093	OTHER	0.000667	0.999333	
A5I094	OTHER	0.011905	0.988095	
A5I095	OTHER	0.001271	0.998729	
A5I098	OTHER	0.012155	0.987845	
A5I099	OTHER	0.000523	0.999477	
A5I0A0	OTHER	0.000374	0.999626	
A5I0A3	OTHER	0.008687	0.991313	
A5I0A4	OTHER	0.000795	0.999205	
A5I0A7	OTHER	0.001331	0.998669	
A5I0B0	OTHER	0.000834	0.999166	
A5I0B1	OTHER	0.000241	0.999759	
A5I0B4	OTHER	0.001747	0.998253	
A5I0B7	OTHER	0.000368	0.999632	
A5I0B8	OTHER	0.026282	0.973718	
A5I0B9	OTHER	0.001383	0.998617	
A5I0C0	OTHER	0.000968	0.999032	
A5I0C1	OTHER	0.001860	0.998140	
A5I0C2	OTHER	0.000493	0.999507	
A5I0C3	OTHER	0.000618	0.999382	
A5I0C4	OTHER	0.000368	0.999632	
A5I0C5	OTHER	0.001182	0.998818	
A5I0C6	OTHER	0.021758	0.978242	
A5I0C7	OTHER	0.000299	0.999701	
A5I0C9	OTHER	0.000651	0.999349	
A5I0D0	OTHER	0.001699	0.998301	
A5I0D1	OTHER	0.001088	0.998912	
A5I0D2	OTHER	0.222163	0.777837	
A5I0D3	OTHER	0.009802	0.990198	
A5I0D4	OTHER	0.004086	0.995914	
A5I0D5	OTHER	0.001731	0.998269	
A5I0D6	OTHER	0.006065	0.993935	
A5I0D7	OTHER	0.004301	0.995699	
A5I0D8	OTHER	0.001426	0.998574	
A5I0E0	OTHER	0.000829	0.999171	
A5I0E1	OTHER	0.000501	0.999499	
A5I0E2	OTHER	0.001375	0.998625	
A5I0E3	OTHER	0.004825	0.995175	
A5I0E4	OTHER	0.483285	0.516715	
A5I0E6	OTHER	0.001005	0.998995	
A5I0E7	OTHER	0.000566	0.999434	
A5I0E8	OTHER	0.000418	0.999582	
A5I0E9	OTHER	0.000354	0.999646	
A5I0F0	OTHER	0.000851	0.999149	
A5I0F1	OTHER	0.000513	0.999487	
A5I0F6	OTHER	0.000438	0.999562	
A5I0F7	OTHER	0.000477	0.999523	
A5I0F8	OTHER	0.005083	0.994917	
A5I0F9	OTHER	0.198676	0.801324	
A5I0G0	OTHER	0.000433	0.999567	
A5I0G1	OTHER	0.032563	0.967437	
A5I0G4	OTHER	0.000925	0.999075	
A5I0G5	OTHER	0.034744	0.965256	
A5I0G6	SP(Sec/SPI)	0.932713	0.067287	CS pos: 22-23. TGC-SN. Pr: 0.2836
A5I0H0	OTHER	0.000421	0.999579	
A5I0H1	OTHER	0.000873	0.999127	
A5I0H2	OTHER	0.000676	0.999324	
A5I0H3	OTHER	0.000892	0.999108	
A5I0H4	OTHER	0.000664	0.999336	
A5I0H6	OTHER	0.000646	0.999354	
A5I0H7	OTHER	0.000980	0.999020	
A5I0H8	OTHER	0.063675	0.936325	
A5I0H9	OTHER	0.000547	0.999453	
A5I0I0	OTHER	0.478739	0.521261	
A5I0I1	OTHER	0.128508	0.871492	
A5I0I3	OTHER	0.066227	0.933773	
A5I0I4	OTHER	0.249399	0.750601	
A5I0I5	OTHER	0.000573	0.999427	
A5I0I6	OTHER	0.000823	0.999177	
A5I0I8	OTHER	0.000260	0.999740	
A5I0I9	OTHER	0.002351	0.997649	
A5I0J0	OTHER	0.000468	0.999532	
A5I0J1	OTHER	0.001685	0.998315	
A5I0J2	OTHER	0.000522	0.999478	
A5I0J3	OTHER	0.023590	0.976410	
A5I0J5	OTHER	0.000471	0.999529	
A5I0J6	OTHER	0.282504	0.717496	
A5I0J8	OTHER	0.000420	0.999580	
A5I0J9	OTHER	0.001026	0.998974	
A5I0K0	OTHER	0.000968	0.999032	
A5I0K1	OTHER	0.000527	0.999473	
