SEQENCE ID                     TM SP PREDICTION
A5HZP6                          0  0 o
A5HZP7                          0  0 o
A5HZP8                          0  0 o
A5HZP9                          0  0 o
A5HZQ0                          0  0 o
A5HZQ1                          0  0 o
A5HZQ2                          0  0 o
A5HZQ3                          6  0 i21-41o61-79i100-124o136-157i169-188o223-245i
A5HZQ6                          0  0 o
A5HZQ7                          0  0 o
A5HZQ8                         10  0 i7-25o31-50i62-84o90-112i119-137o149-166i178-195o207-227i239-258o264-283i
A5HZQ9                          0  0 o
A5HZR0                          0  0 o
A5HZR1                          1  0 o313-330i
A5HZR2                          6  0 i12-32o38-56i65-82o88-103i108-125o137-159i
A5HZR3                          0  0 o
A5HZR4                          0  0 o
A5HZR5                          0  0 i
A5HZR6                          0  0 o
A5HZS0                          0  0 o
A5HZS1                          0  Y n9-24c29/30o
A5HZS2                          0  0 i
A5HZS3                          0  0 o
A5HZS4                          0  0 o
A5HZS5                          0  0 o
A5HZS6                          0  0 o
A5HZS7                          0  0 o
A5HZS8                          0  0 o
A5HZS9                          0  0 i
A5HZT0                          0  0 o
A5HZT1                          1  0 o6-28i
A5HZT2                          0  Y n9-21c29/30o
A5HZT3                          0  0 o
A5HZT4                          0  0 o
A5HZT5                          0  0 o
A5HZT6                          0  0 o
A5HZT9                          1  0 o12-30i
A5HZU0                          0  0 o
A5HZU1                          0  Y n6-18c26/27o
A5HZU3                          0  0 o
A5HZU4                          0  0 o
A5HZU5                          0  0 o
A5HZU6                          0  0 o
A5HZU7                          0  0 o
A5HZU8                          0  0 o
A5HZV1                          0  0 o
A5HZV2                          0  0 o
A5HZV3                          2  0 i33-51o57-76i
A5HZV4                          0  0 o
A5HZV5                          0  0 i
A5HZV6                          2  0 i39-57o110-131i
A5HZV7                          0  0 o
A5HZV8                          6  0 i18-36o136-159i180-205o256-278i285-305o350-373i
A5HZV9                          7  0 i18-36o136-159i180-205o257-278i285-305o317-336i348-373o
A5HZW0                          0  0 o
A5HZW1                          0  0 o
A5HZW2                          0  0 o
A5HZW3                          0  Y n10-21c26/27o
A5HZW5                          0  0 i
A5HZW6                          3  Y n5-16c20/21o36-54i93-117o129-153i
A5HZW7                          0  0 o
A5HZW8                         12  0 i62-84o90-112i136-157o163-189i201-220o263-285i346-365o385-403i435-456o462-480i501-518o524-543i
A5HZX0                          0  0 o
A5HZX1                          6  0 i21-37o77-97i124-147o159-180i192-213o238-257i
A5HZX2                          0  0 o
A5HZX4                          0  0 o
A5HZX5                          0  0 o
A5HZX6                          0  0 o
A5HZX7                          8  0 i20-41o293-313i345-364o384-407i463-483o759-786i807-830o850-870i
A5HZX8                          1  0 i27-43o
A5HZY1                          0  0 o
A5HZY2                          0  0 o
A5HZY3                          7  0 o6-30i51-73o79-99i111-130o150-170i191-213o233-250i
A5HZY5                          0  0 o
A5HZY6                          0  0 o
A5HZY7                          0  0 o
A5HZY8                          0  0 o
A5HZY9                          0  0 i
A5HZZ0                          0  0 i
A5HZZ1                          0  0 o
A5HZZ2                          0  0 i
A5HZZ4                          0  0 o
A5HZZ5                          0  0 o
A5HZZ6                          0  0 o
A5HZZ7                          0  0 i
A5HZZ8                          0  0 o
A5I002                          0  0 o
A5I003                          1  0 i78-94o
A5I004                          0  0 o
A5I007                          0  0 o
A5I008                          0  0 o
A5I009                          0  0 o
A5I010                          8  0 i111-129o175-196i250-276o288-312i348-370o399-419i440-462o482-506i
A5I012                          0  Y n18-29c33/34o
A5I014                          0  0 o
A5I015                          3  0 o6-23i35-52o58-76i
A5I016                          0  0 o
A5I017                          0  0 o
A5I018                          0  Y n7-18c26/27o
A5I021                          0  0 o
A5I023                          0  0 o
A5I024                          0  0 o
A5I025                          0  0 o
A5I026                          0  0 o
A5I027                          0  0 i
A5I028                          0  0 o
A5I029                          1  0 i40-58o
A5I030                          0  0 i
A5I031                          0  0 o
A5I032                          0  0 o
A5I033                          6  0 o6-30i42-61o67-86i130-148o160-182i194-212o
A5I034                          0  0 o
A5I035                          0  0 o
A5I036                          0  0 o
A5I037                          6  0 i21-48o87-108i134-162o174-197i209-228o234-251i
A5I038                          0  0 o
A5I039                          0  0 o
A5I040                          0  0 o
A5I041                          0  0 o
A5I042                          0  0 o
A5I043                          0  0 o
A5I044                          0  0 o
A5I045                          0  0 o
A5I046                          0  0 o
A5I047                          0  0 o
A5I048                          0  0 o
A5I049                          0  0 o
A5I050                          0  0 o
A5I051                          0  0 o
A5I052                          0  0 i
A5I053                          0  0 o
A5I054                          0  0 o
A5I056                          0  0 o
A5I057                          0  0 o
A5I058                          5  0 o6-26i33-54o74-92i99-117o129-148i
A5I059                          0  0 o
A5I060                          0  0 o
A5I061                          0  0 o
A5I062                          4  0 i12-34o49-69i76-97o103-120i
A5I063                          0  0 o
A5I064                          0  0 o
A5I065                          0  Y n6-14c21/22o
A5I066                          5  0 o6-22i29-47o53-70i82-100o120-143i
A5I067                          4  0 o121-154i166-188o194-213i225-252o
A5I069                          0  0 o
A5I070                          0  0 o
A5I071                          0  0 i
A5I072                          0  0 o
A5I075                          0  0 o
A5I077                          0  0 o
A5I078                          0  0 o
A5I079                          0  0 o
A5I080                          0  0 o
A5I081                          0  0 o
A5I082                          0  0 o
A5I083                          0  0 o
A5I084                          2  0 i12-30o36-59i
A5I085                          0  0 o
A5I086                          0  0 o
A5I087                          8  Y n4-15c20/21o30-52i64-82o102-130i151-176o182-201i213-234o240-262i269-286o
A5I088                          0  0 i
A5I090                          0  0 o
A5I091                          0  0 o
A5I092                          0  0 o
A5I093                          0  0 o
A5I094                          3  0 i7-27o33-52i64-83o
A5I095                          4  0 i262-281o654-682i703-729o749-769i
A5I098                          6  0 i12-32o38-58i63-84o90-106i113-135o147-168i
A5I099                          0  0 o
A5I0A0                          0  0 o
A5I0A3                          0  0 i
A5I0A4                          0  0 o
A5I0A7                          0  0 o
A5I0B0                          4  0 o20-45i57-76o82-102i206-226o
A5I0B1                          0  0 o
A5I0B4                          0  0 o
A5I0B7                          0  0 i
A5I0B8                          8  0 i12-34o40-60i81-103o115-137i149-170o176-193i200-219o239-265i
A5I0B9                          0  0 o
A5I0C0                          0  0 o
A5I0C1                          0  0 o
A5I0C2                          5  0 i142-161o173-193i205-225o245-266i287-309o
A5I0C3                          0  0 o
A5I0C4                          0  0 o
A5I0C5                          0  0 i
A5I0C6                          3  0 o6-26i47-64o76-97i
A5I0C7                          0  0 o
A5I0C9                          0  0 o
A5I0D0                          5  0 i21-41o61-78i90-109o115-133i145-165o
A5I0D1                          0  0 o
A5I0D2                          1  0 i7-26o
A5I0D3                          6  0 i20-40o46-66i78-100o106-123i130-146o152-170i
A5I0D4                          3  0 i12-33o45-65i77-103o
A5I0D5                          2  0 i16-32o44-65i
A5I0D6                          2  0 i32-53o59-78i
A5I0D7                          2  0 o6-25i32-52o
A5I0D8                          0  0 o
A5I0E0                          0  0 o
A5I0E1                          0  0 o
A5I0E2                          0  0 o
A5I0E3                          0  0 o
A5I0E4                          5  0 o6-24i36-57o69-89i98-124o130-153i
A5I0E6                          0  0 o
A5I0E7                          0  0 o
A5I0E8                          0  0 o
A5I0E9                          6  0 i25-50o62-84i105-127o155-174i186-214o226-249i
A5I0F0                          0  0 o
A5I0F1                          0  0 o
A5I0F6                          0  0 o
A5I0F7                          0  0 o
A5I0F8                          4  0 i12-32o44-62i69-88o94-113i
A5I0F9                          6  0 i12-32o120-138i159-180o223-241i248-270o310-333i
A5I0G0                          0  0 o
A5I0G1                          6  0 i12-33o53-71i97-119o147-172i179-196o228-248i
A5I0G4                          0  0 o
A5I0G5                         10  0 i20-42o83-100i112-133o139-159i171-192o198-215i222-239o259-291i303-325o331-349i
A5I0G6                          0  Y n5-16c21/22o
A5I0H0                          0  0 o
A5I0H1                          0  0 o
A5I0H2                          0  0 o
A5I0H3                          0  0 o
A5I0H4                          0  0 o
A5I0H6                          0  0 o
A5I0H7                          0  0 o
A5I0H8                          1  0 o12-30i
A5I0H9                          2  0 i115-140o170-191i
A5I0I0                          1  0 i7-24o
A5I0I1                          1  0 o6-24i
A5I0I3                          6  0 i21-41o524-542i562-582o594-618i625-644o675-700i
A5I0I4                          7  0 i20-38o525-544i565-589o595-618i625-644o650-667i679-699o
A5I0I5                          3  0 i12-34o46-65i77-98o
A5I0I6                          6  0 i21-40o52-70i103-123o156-175i198-216o228-248i
A5I0I8                          0  0 o
A5I0I9                          0  0 o
A5I0J0                          0  0 o
A5I0J1                          0  0 o
A5I0J2                          0  0 i
A5I0J3                          3  0 o15-34i43-61o67-88i
A5I0J5                          0  0 o
A5I0J6                          0  Y n3-14c19/20o
A5I0J8                          0  0 o
A5I0J9                          0  0 o
A5I0K0                          0  0 o
A5I0K1                          0  0 o
A5I0K3                          0  Y n9-19c24/25o
A5I0K4                          0  0 o
A5I0K5                          0  0 o
A5I0K6                          0  0 o
A5I0K7                          0  0 o
A5I0K8                          0  0 o
A5I0K9                          0  0 o
A5I0L0                          0  0 o
A5I0L2                          1  0 i12-30o
A5I0L3                          0  0 o
A5I0L4                          0  0 o
A5I0L5                          0  0 o
A5I0L6                          0  0 o
A5I0L7                          0  Y n4-12c17/18o
A5I0L8                          0  0 o
A5I0L9                          0  0 o
A5I0M0                          0  0 i
A5I0M1                          0  0 o
A5I0M3                          0  Y n3-14c18/19o
A5I0M4                          0  0 o
A5I0M5                          1  0 i12-31o
A5I0M6                          0  0 i
A5I0M9                          0  0 i
A5I0N1                          7  0 i75-94o106-131i151-176o182-205i226-247o259-278i290-310o
A5I0N2                          1  0 o15-38i
A5I0N5                          0  0 o
A5I0N6                          0  0 o
A5I0N7                          8  0 o6-28i49-70o90-121i133-155o181-201i222-248o268-286i293-310o
A5I0N8                          9  0 i7-27o39-59i71-92o104-123i130-151o178-197i224-244o264-284i291-311o
A5I0N9                          0  0 o
A5I0P0                          1  0 o6-23i
A5I0P1                          1  0 o16-35i
A5I0P2                          0  0 o
A5I0P3                          6  0 i21-47o67-86i144-161o167-184i260-279o285-305i
A5I0P4                          6  0 i21-44o56-76i137-158o164-181i242-263o269-290i
A5I0P5                          7  0 o6-28i40-57o63-86i98-118o130-151i171-190o210-231i
A5I0P7                          0  0 o
A5I0P9                          0  0 o
A5I0Q1                          0  0 o
A5I0Q2                          4  0 i12-39o51-70i77-96o116-141i
A5I0Q3                          0  0 o
A5I0Q4                          7  0 i12-32o38-58i78-99o123-141i153-172o178-201i213-232o
A5I0Q5                          0  0 o
A5I0Q6                          0  0 o
A5I0Q7                          9  0 i30-49o69-95i148-168o180-200i254-272o284-303i315-336o348-367i379-401o
A5I0Q8                          0  0 o
A5I0Q9                          0  0 o
A5I0R0                          0  0 i
A5I0R1                          0  0 o
A5I0R2                          0  0 o
A5I0R3                          0  0 o
A5I0R6                          0  0 o
A5I0R7                          0  0 o
A5I0R8                          0  0 o
A5I0S0                          0  0 o
A5I0S1                          0  0 i
A5I0S3                          0  0 i
A5I0S6                          0  0 o
A5I0S7                          5  0 o14-37i49-73o79-101i143-165o185-208i
A5I0S8                          0  Y n6-17c22/23o
A5I0S9                          0  Y n5-16c20/21o
A5I0T1                          0  0 o
A5I0T2                          0  0 i
A5I0T3                          0  0 o
A5I0T4                          6  0 i14-35o47-73i80-98o110-129i149-166o172-192i
A5I0T5                          1  0 o6-25i
A5I0T8                          0  0 o
A5I0T9                          1  0 o33-55i
A5I0U0                          0  0 o
A5I0U2                          9  0 o20-43i147-166o178-199i211-231o237-261i305-326o346-373i385-403o409-430i
A5I0U3                          9  0 o20-38i148-167o179-200i212-232o238-262i306-330o350-374i381-403o409-431i
A5I0U4                          0  0 o
A5I0U6                          1  0 i9-30o
A5I0U7                          0  0 o
A5I0U8                          1  0 o12-30i
A5I0U9                          0  Y n4-15c20/21o
A5I0V0                          6  0 i7-27o65-88i100-121o151-175i196-224o256-275i
A5I0V1                          7  0 i12-32o63-86i98-119o131-155i176-199o205-226i233-251o
A5I0V3                          0  0 o
A5I0V4                          0  0 o
A5I0V5                          0  0 o
A5I0V6                          2  Y n3-13c17/18o27-48i60-82o
A5I0V7                          5  Y n3-11c15/16o25-45i65-86o92-113i120-141o173-196i
A5I0V8                          0  0 i
A5I0W0                          0  0 o
A5I0W1                          0  0 o
A5I0W3                          0  0 o
A5I0W4                          0  0 o
A5I0W5                          0  0 o
A5I0W9                          0  0 o
A5I0X0                          0  0 o
A5I0X1                          0  0 o
A5I0X2                         12  0 i12-29o49-67i87-108o136-157i188-209o229-247i259-276o312-329i341-359o394-424i436-455o461-480i
A5I0X3                          0  0 o
A5I0X4                          0  0 o
A5I0X6                          0  0 o
A5I0X7                          0  0 o
A5I0X8                          0  0 o
A5I0X9                          0  0 o
A5I0Y1                          0  0 o
A5I0Y2                          0  Y n7-18c23/24o
A5I0Y3                          4  0 i7-26o57-77i89-108o114-134i
A5I0Y4                          8  0 i12-31o43-64i76-98o170-191i229-252o258-280i287-307o327-354i
A5I0Y5                          0  0 o
A5I0Y6                          0  0 o
A5I0Y7                          0  0 i
A5I0Y8                          1  0 o320-338i
A5I0Y9                          0  0 o
A5I0Z0                          0  0 o
A5I0Z1                          5  0 o12-43i55-78o90-107i139-164o184-206i
A5I0Z2                          0  Y n7-18c23/24o
A5I0Z3                          1  0 o381-398i
A5I0Z4                          0  Y n6-18c23/24o
A5I0Z5                         12  0 i20-41o69-93i105-127o147-172i193-215o248-272i301-326o356-375i387-408o414-431i478-502o522-547i
A5I0Z7                          5  0 i68-90o135-161i173-194o200-218i230-247o
A5I0Z8                          1  0 i117-136o
A5I0Z9                          0  0 o
A5I100                          0  0 o
A5I101                          0  0 o
A5I102                          0  Y n9-20c29/30o
A5I103                          9  0 o6-25i37-55o61-79i86-105o125-143i173-193o199-220i232-252o258-275i
A5I104                          0  0 o
A5I105                          3  0 o6-25i46-70o76-94i
A5I107                         10  0 i7-24o30-54i66-86o98-116i125-145o157-173i185-203o215-236i248-267o273-289i
A5I108                          0  0 o
A5I111                          1  0 o20-41i
A5I113                          0  0 o
A5I114                          0  0 o
A5I115                          8  0 i12-34o46-65i72-90o96-112i124-142o154-176i188-212o224-242i
A5I116                          8  0 o12-34i41-63o75-94i121-145o151-169i190-214o220-238i250-268o
A5I117                          0  0 o
A5I119                          5  0 o20-44i56-77o89-108i148-173o193-210i
A5I120                          0  Y n10-23c27/28o
A5I122                          0  0 o
A5I124                          0  0 o
A5I125                          6  0 i7-25o37-65i77-99o111-131i152-176o188-208i
A5I126                          0  0 o
A5I127                          6  0 i18-36o62-81i102-126o146-168i175-197o217-239i
A5I128                          7  0 i38-60o80-107i141-163o183-209i230-260o272-303i343-362o
A5I129                          0  0 o
A5I131                          0  0 i
A5I132                         13  0 o6-25i32-51o63-82i94-117o123-144i156-179o191-213i225-246o252-270i277-296o302-322i343-364o376-396i
A5I134                          0  0 o
A5I135                          0  0 o
A5I136                          6  0 i23-47o53-80i92-111o117-140i161-181o201-223i
A5I137                          0  0 o
A5I138                          0  0 o
A5I139                          0  0 o
A5I142                          0  0 o
A5I143                          0  0 o
A5I144                          6  0 i20-39o45-63i83-101o149-171i178-199o219-240i
A5I145                          0  0 o
A5I146                          0  0 o
A5I147                          0  Y n8-19c24/25o
A5I148                          0  0 o
A5I149                          0  0 o
A5I153                          0  0 o
A5I154                          0  0 i
A5I155                          1  0 o14-33i
A5I156                          0  0 o
A5I157                          0  0 o
A5I158                          4  0 o12-32i44-66o86-108i115-138o
A5I159                          1  0 o39-56i
A5I160                          3  Y n4-15c20/21o268-289i323-343o363-386i
A5I161                          0  Y n5-16c24/25o
A5I162                          0  0 o
A5I163                          6  0 i23-43o87-111i123-142o148-165i196-217o252-279i
A5I164                          6  0 i12-30o99-122i134-155o182-201i236-262o282-308i
A5I165                          0  Y n6-17c21/22o
A5I166                          0  0 i
A5I167                          0  0 o
A5I168                          0  0 o
A5I169                          1  0 i21-47o
A5I170                          0  Y n6-25c33/34o
A5I171                          0  0 i
A5I172                          0  0 o
A5I174                          0  0 i
A5I175                          0  0 i
A5I176                          1  0 i39-56o
A5I177                          0  0 i
A5I178                          0  0 o
A5I179                          9  Y n8-19c23/24o33-53i65-84o90-116i128-145o151-168i175-198o204-224i276-296o302-324i
A5I180                          0  0 o
A5I181                          2  0 o17-39i51-72o
A5I182                          2  0 i30-49o55-71i
A5I183                         11  0 o15-33i73-95o101-118i150-170o182-203i215-236o242-266i306-328o348-367i388-410o416-439i
A5I184                          0  0 o
A5I185                          0  0 o
A5I186                          0  0 i
A5I187                          0  0 o
A5I188                          1  0 i38-54o
A5I189                          0  Y n3-11c16/17o
A5I190                          0  0 o
A5I191                          0  Y n6-17c22/23o
A5I192                          0  0 o
A5I193                          0  0 o
A5I195                          0  0 o
A5I196                          0  0 o
A5I197                          0  0 o
A5I1A1                          0  0 o
A5I1A2                          0  0 o
A5I1A3                          0  0 o
A5I1A8                          0  0 o
A5I1A9                          0  0 i
A5I1B0                          1  Y n5-20c25/26o35-59i
A5I1B1                          4  0 i16-39o45-65i86-107o113-132i
A5I1B2                          3  0 o6-26i33-51o63-81i
A5I1B3                          0  Y n11-22c27/28o
A5I1B4                          3  0 i12-33o48-67i79-97o
A5I1B5                          1  0 o6-30i
A5I1B6                          2  0 i53-75o81-105i
A5I1B7                          0  0 o
A5I1B8                          0  Y n14-25c29/30o
A5I1B9                          0  0 o
A5I1C0                          3  0 o6-31i43-60o66-90i
A5I1C1                          3  0 o12-34i46-63o69-89i
A5I1C2                          0  0 o
A5I1C3                          0  0 o
A5I1C4                          0  0 i
A5I1C5                          0  0 o
A5I1C8                          0  0 o
A5I1D1                         11  0 o14-37i71-92o98-119i147-167o182-201i213-230o242-262i301-323o349-372i388-409o415-434i
A5I1D2                          3  0 i7-28o34-53i60-76o
A5I1D3                          1  Y n5-16c21/22o520-540i
A5I1D4                          4  0 o6-28i309-336o348-367i379-404o
A5I1D5                          1  Y n7-17c22/23o672-691i
A5I1D6                          1  0 o6-26i
A5I1D7                          0  0 o
A5I1E1                          0  0 i
A5I1E2                         10  0 i43-63o69-87i219-239o251-275i599-618o624-645i665-683o695-713i720-740o752-770i
A5I1E3                          5  0 o15-33i53-70o137-170i240-261o267-284i
A5I1E4                          7  0 i21-46o52-70i91-114o134-153i165-185o191-217i238-256o
A5I1E5                          0  0 i
A5I1E6                          0  0 o
A5I1E7                          0  0 i
A5I1E8                          2  0 i7-23o43-65i
A5I1E9                          0  0 o
A5I1F0                          4  0 i20-38o44-63i75-94o100-119i
A5I1F1                          8  0 o6-23i35-57o69-89i96-113o119-137i149-165o177-210i222-247o
A5I1F2                          8  0 i21-39o127-144i151-170o176-194i201-221o253-274i307-326o346-372i
A5I1F3                          0  0 o
A5I1F5                          0  Y n11-22c27/28o
A5I1F7                          8  0 o6-24i56-75o81-100i142-159o188-211i232-257o269-290i355-375o
A5I1F8                          0  0 o
A5I1F9                          0  Y n10-21c26/27o
A5I1G0                          0  0 o
A5I1G1                          0  Y n6-17c22/23o
A5I1G3                          0  0 o
A5I1G4                          0  Y n118-125c129/130o
A5I1G5                          0  0 o
A5I1G7                          0  0 i
A5I1G8                          0  Y n4-11c15/16o
A5I1G9                         11  Y n5-13c18/19o34-51i78-95o107-128i140-163o169-192i204-223o229-249i261-277o292-312i324-344o350-368i
A5I1H0                          0  0 o
A5I1H1                         12  0 i12-33o45-65i77-94o100-123i135-159o165-188i215-241o247-266i278-296o302-326i338-360o366-388i
A5I1H2                          0  Y n8-18c23/24o
A5I1H3                          9  0 i7-29o63-84i91-110o116-138i150-171o191-211i241-268o280-299i306-327o
A5I1H4                          0  0 o
A5I1H5                          0  0 o
A5I1H6                          0  0 o
A5I1H7                          0  0 o
A5I1I0                          0  0 o
A5I1I1                          0  0 o
A5I1I2                          0  0 o
A5I1I3                          0  0 o
A5I1I4                          6  Y n7-18c26/27o393-415i427-449o469-494i515-534o554-577i589-613o
A5I1I5                          1  0 i12-32o
A5I1I6                          2  0 i86-107o119-143i
A5I1I7                          0  0 o
A5I1I8                          2  0 o12-31i190-209o
A5I1I9                          0  Y n10-21c26/27o
A5I1J0                          6  0 i12-31o99-120i141-163o183-202i240-266o286-312i
A5I1J1                          6  0 i7-26o68-89i101-121o127-148i184-210o230-252i
A5I1J2                          0  0 o
A5I1J3                          0  0 o
A5I1J4                          0  Y n7-17c21/22o
A5I1J5                          9  0 o6-29i36-53o59-76i83-108o128-152i164-181o187-207i214-235o241-258i
A5I1J6                          0  0 o
A5I1J7                          0  Y n4-17c22/23o
A5I1J8                          4  0 i16-36o42-58i65-82o102-124i
A5I1J9                          0  0 o
A5I1K0                          0  0 o
A5I1K1                          0  Y n5-16c20/21o
A5I1K2                          6  0 i20-36o69-96i103-123o129-149i170-195o227-245i
A5I1K3                          0  0 o
A5I1K4                          0  0 o
A5I1K5                          0  0 i
A5I1K6                          0  0 o
A5I1K8                         12  0 i12-37o49-73i94-120o132-151i158-176o196-218i230-250o270-297i330-349o355-375i387-406o412-433i
A5I1K9                          0  0 o
A5I1L2                          0  0 o
A5I1L3                          6  0 i20-39o196-218i239-261o273-298i305-325o364-384i
A5I1L4                          6  0 i20-39o177-200i221-243o255-277i284-303o338-358i
A5I1L5                          2  0 i12-30o36-57i
A5I1L6                          0  0 o
A5I1L7                          0  0 i
A5I1L8                          0  0 o
A5I1M0                          1  0 i7-29o
A5I1M3                          0  0 o
A5I1M4                         10  0 i18-38o58-80i101-127o160-179i200-218o224-251i283-305o513-534i570-590o596-619i
A5I1M5                          0  Y n7-18c23/24o
A5I1M8                          0  0 o
A5I1M9                         10  0 i20-39o59-82i103-126o155-173i185-204o216-239i271-291o485-506i540-559o575-592i
A5I1N0                          0  0 o
A5I1N1                          0  0 o
A5I1N2                          0  0 o
A5I1N3                          5  0 o20-43i64-82o88-106i159-179o191-209i
A5I1N4                          0  0 o
A5I1N5                          0  0 o
A5I1N7                          0  0 o
A5I1N8                          3  0 o6-26i60-80o86-108i
A5I1N9                          0  0 o
A5I1P0                          0  0 o
A5I1P1                         13  0 i18-36o126-150i162-182o188-211i218-237o243-262i307-324o330-347i359-379o399-422i429-446o452-476i488-510o
A5I1P3                          0  Y n6-17c25/26o
A5I1P4                          5  0 o20-43i55-78o90-112i133-151o189-211i
A5I1P5                          0  Y n7-15c19/20o
A5I1P7                          0  0 o
A5I1P8                          2  0 i7-25o31-51i
A5I1P9                          0  0 o
A5I1Q0                          1  0 o6-27i
A5I1Q1                          0  0 i
A5I1Q2                          0  0 i
A5I1Q3                          1  0 o6-27i
A5I1Q4                          2  0 i12-31o37-52i
A5I1Q5                          0  0 o
A5I1Q6                          0  0 o
A5I1Q7                          0  0 i
A5I1Q8                          2  0 o6-27i39-56o
A5I1Q9                          0  0 o
A5I1R0                          0  0 o
A5I1R1                          0  0 o
A5I1R2                          0  Y n6-17c22/23o
A5I1R4                         14  0 i12-35o47-69i90-109o121-139i160-179o185-204i233-253o286-310i322-342o357-377i384-405o411-430i450-470o482-510i
A5I1R5                         14  0 i12-33o45-68i89-113o125-146i167-183o189-208i228-250o281-302i323-342o358-379i388-406o412-431i451-470o476-496i
A5I1R6                          0  0 o
A5I1R7                          0  0 o
A5I1R8                          0  0 o
A5I1S9                          2  0 i94-111o117-134i
A5I1T0                          7  0 i12-36o42-60i80-98o104-126i138-157o163-181i190-210o
A5I1T4                          1  0 i57-77o
A5I1T5                          0  Y n18-28c33/34o
A5I1U1                          0  Y n7-18c23/24o
A5I1U2                          3  Y n2-13c18/19o28-44i56-74o80-101i
A5I1U3                          1  0 o6-27i
A5I1U6                          2  0 i12-31o71-90i
A5I1U7                          0  0 o
A5I1U8                          0  0 o
A5I1V1                          0  0 o
A5I1V3                          0  0 o
A5I1V9                          0  0 o
A5I1W0                          0  0 o
A5I1W3                          0  0 o
A5I1W4                          0  Y n7-18c23/24o
A5I1W5                          1  0 o35-52i
A5I1W6                          0  0 i
A5I1W7                          0  0 o
A5I1W8                         10  0 i12-34o40-60i80-97o117-144i151-172o202-220i241-272o284-305i375-394o414-433i
A5I1W9                          0  0 o
A5I1X0                          0  0 o
A5I1X1                          0  0 o
A5I1X2                          0  0 o
A5I1X4                          0  0 i
A5I1X5                          0  0 o
A5I1X6                          0  0 o
A5I1X7                          0  0 o
A5I1X8                          5  0 o20-43i55-81o93-111i153-179o191-214i
A5I1X9                          0  Y n6-17c22/23o
A5I1Y0                          0  0 i
A5I1Y1                          0  0 o
A5I1Y3                          0  0 o
A5I1Y5                          5  0 i21-42o54-70i215-233o239-258i323-342o
A5I1Y6                          0  0 o
A5I1Y7                          0  0 o
A5I1Y8                          0  0 o
A5I1Z0                          0  0 o
A5I1Z1                          0  0 o
A5I1Z2                          0  0 o
A5I1Z3                          6  0 i14-33o76-97i109-129o157-182i209-228o263-289i
A5I1Z4                          6  0 i12-30o69-93i105-129o141-159i180-202o238-259i
A5I1Z5                          0  Y n6-17c22/23o
A5I1Z7                          1  0 o160-177i
A5I1Z8                          0  0 o
A5I1Z9                          9  Y n10-17c22/23o32-53i65-83o89-113i125-148o154-172i184-203o215-235i247-265o277-295i
A5I200                          1  0 i29-49o
A5I201                          2  0 i21-42o65-84i
A5I202                          0  0 o
A5I204                          0  0 o
A5I205                          1  0 o47-66i
A5I206                          0  0 o
A5I207                          1  0 o6-31i
A5I208                          0  0 o
A5I210                          0  0 i
A5I211                          0  0 o
A5I212                          0  0 i
A5I213                          0  0 o
A5I214                          5  Y n7-18c23/24o33-50i71-96o108-127i147-165o177-198i
A5I215                          4  0 i14-33o45-62i83-104o116-134i
A5I216                         12  0 i12-38o58-77i86-105o111-130i151-171o191-210i244-263o283-305i326-347o359-383i395-416o422-443i
A5I217                          0  0 o
A5I218                          0  0 o
A5I219                          0  0 o
A5I220                          0  0 o
A5I222                          0  0 o
A5I223                          0  0 o
A5I224                          0  0 o
A5I225                          0  0 o
A5I226                          0  Y n6-14c21/22o
A5I227                          0  0 o
A5I228                          0  0 o
A5I233                          0  0 o
A5I234                          4  0 i20-38o69-91i121-148o194-215i
A5I235                          0  0 o
A5I236                          0  0 o
A5I249                          6  0 i26-46o52-74i86-108o128-153i160-177o202-220i
A5I250                          0  0 o
A5I251                          4  0 i12-36o84-103i115-133o153-170i
A5I252                          0  0 o
A5I253                         10  0 i38-60o72-93i114-137o157-175i182-206o226-245i270-292o325-350i362-383o389-407i
A5I254                          0  Y n6-13c18/19o
A5I255                         10  0 i5-22o28-45i66-88o117-137i149-166o189-209i257-277o330-348i357-385o391-411i
A5I256                          0  0 o
A5I257                          6  0 i21-39o45-64i94-116o122-140i152-173o214-237i
A5I258                          6  0 i21-41o53-73i94-121o127-147i159-178o218-237i
A5I262                         13  0 i12-31o43-64i92-113o125-142i154-176o205-224i236-259o279-308i329-353o359-383i395-411o417-433i445-467o
A5I263                          7  0 i12-33o39-61i81-98o104-124i131-150o156-176i196-215o
A5I264                          0  0 o
A5I267                          0  0 o
A5I268                          0  0 o
A5I269                          0  0 o
A5I270                          0  0 o
A5I271                          0  0 o
A5I272                          6  0 i21-42o62-95i138-157o163-181i246-270o276-297i
A5I273                          6  0 i20-45o57-79i136-153o159-176i238-261o273-292i
A5I274                          0  0 o
A5I275                          0  0 o
A5I277                          9  0 i20-39o59-79i86-106o131-159i180-203o310-327i339-355o361-385i416-438o
A5I278                          0  0 o
A5I279                          4  Y n5-13c17/18o27-51i63-81o157-178i190-206o
A5I280                          0  0 o
A5I281                          0  0 o
A5I282                          0  0 i
A5I285                         12  0 i7-25o45-62i74-91o97-118i130-151o163-182i222-244o250-271i283-301o307-329i341-364o370-391i
A5I286                          0  0 o
A5I287                          0  0 o
A5I288                          0  0 i
A5I289                          1  0 o12-30i
A5I292                          0  0 o
A5I294                          0  0 o
A5I295                          0  0 o
A5I296                          1  0 i61-81o
A5I297                          0  0 o
A5I298                          0  0 o
